State,Agency type,Agency name,Race,Religion,Sexual orientation,Ethnicity,Disability,Gender,Gender Identity,1st quarter,2nd quarter,3rd quarter,4th quarter,Population
Connecticut,Cities,East Windsor,1,0,0,0,0,0,0,0,0,1,0,"11,455"
Connecticut,Cities,Enfield,1,0,0,0,0,0,0,,1,,,"44,661"
Connecticut,Cities,Glastonbury,1,0,0,0,0,0,0,1,0,0,0,"34,782"
Connecticut,Cities,Groton,1,1,0,0,0,0,0,0,1,1,0,"9,359"
Connecticut,Cities,Groton Town,1,0,0,0,1,0,0,0,1,1,0,"29,946"
Connecticut,Cities,Guilford,0,1,0,0,0,0,0,,,1,,"22,409"
Connecticut,Cities,Hamden,0,1,0,0,0,0,0,0,1,0,0,"60,829"
Connecticut,Cities,Hartford,1,1,2,0,0,0,0,2,1,1,0,"124,927"
Connecticut,Cities,Manchester,7,2,0,1,0,0,0,2,2,4,2,"58,304"
Connecticut,Cities,Meriden,2,0,1,0,0,0,0,1,1,,1,"60,558"
Connecticut,Cities,Middletown,5,0,1,1,0,0,0,0,3,1,3,"47,221"
Connecticut,Cities,Milford,4,1,0,0,0,0,0,,2,4,,"53,041"
Connecticut,Cities,New Britain,0,0,1,0,0,0,0,1,,,,"73,134"
Connecticut,Cities,New Haven,5,0,4,1,0,0,0,3,2,4,1,"131,071"
Connecticut,Cities,Newington,1,2,0,0,0,0,0,,,1,2,"30,612"
Connecticut,Cities,New London,1,0,2,0,0,0,0,3,0,0,0,"27,738"
Connecticut,Cities,New Milford,0,0,0,1,0,0,0,0,1,0,0,"27,743"
Connecticut,Cities,North Branford,1,0,0,1,0,0,0,2,0,0,0,"14,369"
Connecticut,Cities,Norwalk,1,0,1,1,0,0,0,0,0,3,0,"87,590"
Connecticut,Cities,Norwich,1,0,0,0,0,0,0,,,1,,"40,485"
Connecticut,Cities,Old Saybrook,3,0,0,0,0,0,0,0,1,0,2,"10,239"
Connecticut,Cities,Plainville,0,0,1,0,0,0,0,,,,1,"17,850"
Connecticut,Cities,Plymouth,0,1,1,0,0,0,0,0,1,1,0,"12,043"
Connecticut,Cities,Southington,1,0,0,6,0,0,0,3,2,2,0,"43,542"
Connecticut,Cities,South Windsor,0,1,0,0,0,0,0,,1,,,"25,871"
Connecticut,Cities,Stamford,1,2,2,2,1,0,0,2,2,1,3,"125,876"
Connecticut,Cities,Stratford,1,1,0,1,0,0,0,0,1,1,1,"52,285"
Connecticut,Cities,Suffield,1,0,0,0,0,0,0,0,0,1,0,"15,908"
Connecticut,Cities,Torrington,5,0,0,0,0,0,0,1,3,1,0,"35,634"
Connecticut,Cities,Wallingford,2,0,0,2,0,0,0,1,1,2,0,"45,185"
Connecticut,Cities,Waterbury,6,0,0,0,0,0,0,3,1,2,0,"109,763"
Connecticut,Cities,West Haven,1,0,0,0,0,0,0,,,1,,"55,349"
Connecticut,Cities,Willimantic,1,0,0,0,0,0,0,1,0,0,0,"17,839"
Connecticut,Cities,Winchester,2,0,0,0,0,0,0,2,0,0,0,"11,019"
Connecticut,Cities,Windsor Locks,0,0,0,0,1,0,0,0,1,0,0,"12,560"
Connecticut,Cities,Wolcott,1,0,0,0,0,0,0,0,1,0,0,"16,735"
Connecticut,Universities and Colleges,Central Connecticut State University,0,0,1,0,0,0,0,0,0,0,1,"12,091"
Connecticut,Universities and Colleges,Southern Connecticut State University,2,0,0,0,0,0,0,1,1,0,0,"11,117"
Connecticut,Universities and Colleges,"University of Connecticut, Storrs, Avery Point, and Hartford3",3,1,0,1,0,0,0,2,1,1,1,
Connecticut,Universities and Colleges,Yale University,0,0,1,0,0,0,0,,,,1,"11,906"
Connecticut,State Police Agencies,Connecticut State Police,1,1,3,2,0,0,0,2,1,4,0,
DC,Cities,Washington,18,6,31,3,0,0,12,19,21,20,10,"646,449"
DC,Other Agencies,Metro Transit Police,0,0,1,1,0,0,0,0,0,2,0,
Delaware,Cities,Dover,0,0,1,0,0,0,0,0,0,1,0,"37,402"
Delaware,Cities,Milford,1,0,1,0,0,0,0,0,2,0,0,"9,872"
Delaware,Cities,Milton,1,0,0,0,0,0,0,1,0,0,0,"2,687"
Delaware,Cities,New Castle,1,0,0,0,0,0,0,0,0,1,0,"5,388"
Delaware,Cities,Seaford,1,0,0,0,0,0,0,0,0,1,0,"7,241"
Delaware,Cities,Smyrna,1,0,0,0,0,0,0,1,0,0,0,"10,900"
Delaware,Universities and Colleges,Delaware State University,1,0,0,0,0,0,0,0,1,0,0,"4,324"
Delaware,Metropolitan Counties,New Castle County Police Department,1,0,0,0,0,0,0,0,1,0,0,
Delaware,State Police Agencies,State Police: Kent County,1,0,0,0,0,0,0,1,0,0,0,
Delaware,State Police Agencies,State Police: New Castle County,1,0,0,0,0,0,0,0,1,0,0,
Delaware,State Police Agencies,State Police: Sussex County,0,0,1,0,0,0,0,0,0,1,0,
Florida,Cities,Delray Beach,1,0,0,0,0,0,0,0,1,0,0,"62,887"
Florida,Cities,Gainesville,2,0,1,0,0,0,0,0,0,0,3,"126,589"
Florida,Cities,Hallandale,2,0,1,0,0,0,0,0,1,0,2,"38,710"
Florida,Cities,Homestead,2,0,1,0,0,0,0,2,1,0,0,"64,024"
Florida,Cities,Jacksonville,5,0,0,0,0,0,0,3,1,1,0,"845,745"
Florida,Cities,Jupiter,1,0,1,0,0,0,0,1,1,0,0,"57,826"
Florida,Cities,Lake Alfred,0,0,0,1,0,0,0,0,1,0,0,"5,148"
Florida,Cities,Largo,0,0,1,0,0,0,0,0,1,0,0,"77,913"
Florida,Cities,Melbourne,1,1,0,0,0,0,0,1,0,0,1,"77,277"
Florida,Cities,Miramar,0,0,1,0,0,0,0,0,1,0,0,"130,926"
Florida,Cities,North Miami,2,1,3,0,0,0,0,3,1,0,2,"61,120"
Florida,Cities,North Miami Beach,0,0,1,0,0,0,0,1,0,0,0,"43,417"
Florida,Cities,North Port,0,0,1,0,0,0,0,0,1,0,0,"58,699"
Florida,Cities,Orlando,1,0,1,0,0,0,0,2,0,0,0,"253,238"
Florida,Cities,Palm Bay,0,1,0,1,0,0,0,0,0,0,2,"104,391"
Florida,Cities,Panama City,2,0,0,0,0,0,0,0,2,0,0,"36,358"
Florida,Cities,Pembroke Pines,0,0,0,1,0,0,0,0,0,1,0,"162,064"
Florida,Cities,Pensacola,0,0,1,0,0,0,0,0,1,0,0,"52,454"
Florida,Cities,Pompano Beach,1,1,0,1,0,0,0,0,0,0,3,"103,971"
Florida,Cities,Port St. Lucie,1,0,0,0,0,0,0,1,0,0,0,"169,877"
Florida,Cities,Sanford,0,0,1,0,0,0,0,0,0,1,0,"54,972"
Florida,Cities,St. Petersburg,0,1,0,0,0,0,0,0,1,0,0,"247,084"
Florida,Cities,Sunrise,1,0,0,0,0,0,0,1,0,0,0,"90,274"
Florida,Cities,Tallahassee,1,0,0,0,0,0,0,0,1,0,0,"188,714"
Florida,Cities,Venice,0,2,0,0,0,0,0,2,0,0,0,"21,151"
Florida,Cities,Weston,1,0,0,0,0,0,0,0,0,0,1,"68,369"
Florida,Metropolitan Counties,Alachua,0,0,0,1,0,0,0,1,0,0,0,
Florida,Metropolitan Counties,Brevard,0,0,1,0,0,0,0,0,0,1,0,
Florida,Metropolitan Counties,Charlotte,1,0,0,0,0,0,0,0,0,0,1,
Florida,Metropolitan Counties,Clay,1,0,0,0,0,0,0,0,0,0,1,
Florida,Metropolitan Counties,Collier,1,0,0,0,0,0,0,0,0,0,1,
Florida,Metropolitan Counties,Flagler,2,0,0,0,0,0,0,2,0,0,0,
Florida,Metropolitan Counties,Hillsborough,0,0,0,1,0,0,0,0,1,0,0,
Florida,Metropolitan Counties,Lake,1,0,0,0,0,0,0,0,1,0,0,
Florida,Metropolitan Counties,Manatee,1,0,0,0,0,0,0,0,0,1,0,
Florida,Metropolitan Counties,Orange,6,0,4,0,0,0,0,6,2,0,2,
Florida,Metropolitan Counties,Osceola,0,0,0,2,0,0,0,1,0,1,0,
Florida,Metropolitan Counties,Palm Beach,0,1,0,0,0,0,0,1,0,0,0,
Florida,Metropolitan Counties,Pasco,1,0,0,0,0,0,0,1,0,0,0,
Florida,Metropolitan Counties,Santa Rosa,0,0,1,0,0,0,0,1,0,0,0,
Florida,Metropolitan Counties,Volusia,2,0,0,0,0,0,0,0,1,0,1,
Georgia,Cities,Atlanta,5,1,12,2,1,0,0,8,11,2,0,"451,020"
Georgia,Cities,Conyers,1,0,0,0,0,0,0,0,0,0,1,"15,465"
Georgia,Cities,Villa Rica,1,0,0,0,0,0,0,1,0,0,0,"14,307"
Georgia,Universities and Colleges,Kennesaw State University,0,0,2,0,0,0,0,1,0,0,1,"24,604"
Georgia,Universities and Colleges,University of Georgia,2,1,1,0,0,0,0,1,0,0,3,"34,519"
Georgia,Metropolitan Counties,Cobb County Police Department,19,3,2,3,0,0,0,1,12,8,6,
Georgia,Metropolitan Counties,Henry County Police Department,1,0,0,0,0,0,0,0,1,0,0,
Idaho,Cities,Boise,8,1,4,0,0,0,0,2,0,7,4,"214,330"
Idaho,Cities,Caldwell,1,0,0,0,0,0,0,1,0,0,0,"48,069"
Idaho,Cities,Chubbuck,0,3,0,0,0,0,0,0,0,0,3,"14,224"
Idaho,Cities,Coeur d'Alene,2,0,0,0,0,0,0,0,1,0,1,"46,023"
Idaho,Cities,Hailey,0,0,0,1,0,0,0,0,0,1,0,"7,915"
Idaho,Cities,Montpelier,1,0,0,0,0,0,0,0,0,1,0,"2,520"
Idaho,Cities,Nampa,3,0,0,1,0,0,0,2,1,1,0,"84,634"
Idaho,Cities,Payette,2,0,0,0,0,0,0,1,0,0,1,"7,442"
Idaho,Cities,Twin Falls,1,0,0,0,0,0,0,0,1,0,0,"45,378"
Idaho,Metropolitan Counties,Ada,0,1,0,1,0,0,0,0,1,0,1,
Idaho,Nonmetropolitan Counties,Cassia,0,1,0,0,0,0,0,1,0,0,0,
Idaho,Nonmetropolitan Counties,Shoshone,1,0,0,0,0,0,0,0,0,1,0,
Illinois,Cities,Aurora,0,0,1,0,0,0,0,0,0,1,0,"200,551"
Illinois,Cities,Bartlett,0,1,0,1,0,0,0,0,0,1,1,"41,733"
Illinois,Cities,Berwyn,1,0,0,0,0,0,0,0,1,0,0,"56,838"
Illinois,Cities,Carol Stream,0,1,0,0,0,0,0,1,0,0,0,"40,376"
Illinois,Cities,Champaign,1,0,0,0,0,0,0,0,1,0,0,"82,966"
Illinois,Cities,Chester,1,0,0,0,0,0,0,0,0,1,0,"8,448"
Illinois,Cities,Chicago,22,2,18,3,0,0,0,11,10,15,9,"2,720,554"
Illinois,Cities,Crystal Lake,0,1,0,0,0,0,0,0,0,1,0,"40,383"
Illinois,Cities,De Kalb,1,0,0,0,0,0,0,0,0,1,0,"43,765"
Illinois,Cities,Dixon,0,0,1,0,0,0,0,0,0,0,1,"15,304"
Illinois,Cities,Harvey,1,0,0,0,0,0,0,0,0,0,1,"25,408"
Illinois,Cities,Irving,1,0,0,0,0,0,0,0,1,0,0,485
Illinois,Cities,La Grange,0,1,0,0,0,0,0,0,1,0,0,"15,718"
Illinois,Cities,Mokena,1,0,0,0,0,0,0,0,1,0,0,"19,130"
Illinois,Cities,Moline,1,0,0,0,0,0,0,0,0,1,0,"43,172"
Illinois,Cities,Morton,0,0,1,0,0,0,0,0,0,1,0,"16,462"
Illinois,Cities,Normal,0,0,1,0,0,0,0,0,0,0,1,"54,241"
Illinois,Cities,Pekin,2,0,0,0,0,0,0,1,1,0,0,"34,085"
Illinois,Cities,Peoria,3,0,2,0,0,0,0,2,1,1,1,"115,953"
Illinois,Cities,Quincy,1,0,0,0,0,0,0,0,0,0,1,"40,841"
Illinois,Cities,Rockford,2,1,1,0,0,0,0,0,2,2,0,"150,209"
Illinois,Cities,Roscoe,1,0,0,0,0,0,0,0,1,0,0,"10,700"
Illinois,Cities,Skokie,2,0,0,1,0,0,0,0,2,0,1,"65,155"
Illinois,Cities,Springfield,5,0,0,0,0,0,0,0,2,2,1,"117,351"
Illinois,Cities,St. Charles,0,0,1,1,0,0,0,1,1,0,0,"33,433"
Illinois,Cities,Sterling,0,0,1,0,0,0,0,1,0,0,0,"15,183"
Illinois,Cities,Urbana,2,0,0,0,0,0,0,0,0,1,1,"41,598"
Illinois,Universities and Colleges,"Northwestern University, Evanston",3,0,0,0,0,0,0,1,0,0,2,"21,215"
Illinois,Universities and Colleges,"University of Illinois, Springfield",1,0,0,0,0,0,0,0,1,0,0,"5,048"
Illinois,Metropolitan Counties,Cook,0,0,0,1,0,0,0,0,1,0,0,
Illinois,Metropolitan Counties,Jackson,1,0,0,0,0,0,0,1,0,0,0,
Illinois,Metropolitan Counties,Lake,1,0,0,1,0,0,0,0,0,2,0,
Illinois,Metropolitan Counties,McLean,1,0,0,0,0,0,0,0,0,0,1,
Illinois,Metropolitan Counties,Peoria,2,0,0,0,0,0,0,0,0,0,2,
Illinois,Metropolitan Counties,Sangamon,1,0,1,0,0,0,0,0,0,1,1,
Illinois,Metropolitan Counties,Will,2,0,0,0,0,0,0,0,0,2,0,
Illinois,Nonmetropolitan Counties,Cumberland,0,0,1,0,0,0,0,0,1,0,0,
Illinois,Nonmetropolitan Counties,Douglas,1,0,0,0,0,0,0,0,0,1,0,
Indiana,Cities,Bloomington,8,0,2,0,0,0,0,1,5,3,1,"82,415"
Indiana,Cities,Fort Wayne,1,0,0,0,0,0,0,0,1,0,0,"254,820"
Indiana,Cities,Franklin,1,0,0,0,0,0,0,0,0,0,1,"24,034"
Indiana,Cities,Goshen,0,0,1,0,0,0,0,1,,0,0,"32,195"
Indiana,Cities,Indianapolis,29,0,6,8,0,0,0,8,15,16,4,"850,220"
Indiana,Cities,Mishawaka,0,0,2,0,0,0,0,,1,1,,"47,967"
Indiana,Cities,South Bend,2,0,1,0,0,0,0,1,,2,,"100,711"
Indiana,Universities and Colleges,Ball State University,0,1,0,0,0,0,0,0,1,0,0,"21,053"
Indiana,Universities and Colleges,Purdue University,2,0,1,0,0,0,0,1,1,1,,"40,393"
Indiana,Metropolitan Counties,Elkhart,2,1,0,0,1,0,0,0,,3,1,
Indiana,State Police Agencies,State Police: Henry County,1,1,0,0,0,0,0,2,,,,
Indiana,State Police Agencies,State Police: Knox County,1,0,0,0,0,0,0,,,,1,
Indiana,State Police Agencies,State Police: Lake County,1,0,0,0,0,0,0,1,,,,
Indiana,State Police Agencies,State Police: Monroe County,0,0,0,1,0,0,0,,1,,,
Indiana,State Police Agencies,State Police: Perry County,1,0,0,0,0,0,0,1,,,,
Iowa,Cities,Altoona,0,0,1,0,0,0,0,0,0,1,0,"15,683"
Iowa,Cities,Ames,1,0,0,1,0,0,0,0,0,1,1,"61,193"
Iowa,Cities,Grinnell,0,0,1,0,0,0,0,0,0,0,1,"9,090"
Iowa,Cities,Indianola,0,1,0,0,0,0,0,0,1,0,0,"14,993"
Iowa,Cities,Waterloo,1,0,0,0,0,0,0,0,0,0,1,"68,255"
Iowa,Universities and Colleges,Iowa State University,0,0,1,0,0,0,0,0,1,0,0,"30,748"
Iowa,Metropolitan Counties,Mills,1,0,0,0,0,0,0,0,1,0,0,
Iowa,Metropolitan Counties,Scott,1,0,0,0,0,0,0,0,0,1,0,
Iowa,Nonmetropolitan Counties,Ida,1,0,0,0,0,0,0,0,1,0,0,
Kansas,Cities,Andover,0,1,1,0,0,0,0,0,1,1,0,"12,188"
Kansas,Cities,Arkansas City,2,0,0,0,0,0,0,0,1,0,1,"12,322"
Kansas,Cities,Belleville,1,0,0,0,0,0,0,1,0,0,0,"1,928"
Kansas,Cities,Cheney,1,0,0,0,0,0,0,0,0,0,1,"2,127"
Kansas,Cities,Dodge City,1,0,0,0,0,0,0,0,0,1,0,"28,265"
Kansas,Cities,Gardner,0,1,0,0,0,0,0,0,1,0,0,"20,708"
Kansas,Cities,Hays,1,0,1,0,0,0,0,0,2,0,0,"21,156"
Kansas,Cities,Hutchinson,3,1,0,0,0,0,0,1,1,1,1,"41,909"
Kansas,Cities,Iola,1,0,1,0,0,0,0,0,2,0,0,"5,697"
Kansas,Cities,Lansing,2,0,0,0,0,0,0,0,0,2,0,"11,688"
Kansas,Cities,Larned,1,0,0,0,0,0,0,0,0,1,0,"4,012"
Kansas,Cities,Lawrence,5,2,1,2,0,0,0,1,2,4,3,"90,034"
Kansas,Cities,Leavenworth,1,0,0,0,0,0,0,1,0,0,0,"35,965"
Kansas,Cities,Lenexa,1,0,0,0,0,0,0,0,1,0,0,"49,777"
Kansas,Cities,Louisburg,0,0,1,0,0,0,0,1,0,0,0,"4,268"
Kansas,Cities,McPherson,1,0,1,0,1,0,0,0,1,2,0,"13,245"
Kansas,Cities,Mulvane,1,0,0,0,0,0,0,0,0,1,0,"6,307"
Kansas,Cities,Parsons,2,0,0,0,0,0,0,0,2,0,0,"10,278"
Kansas,Cities,Pittsburg,1,0,0,0,0,0,0,0,1,0,0,"20,395"
Kansas,Cities,Pratt,1,0,0,0,0,0,0,0,0,0,1,"6,900"
Kansas,Cities,Protection,0,0,1,0,0,0,0,,,1,0,521
Kansas,Cities,Wichita,10,0,3,1,0,0,0,4,4,4,2,"386,486"
Kansas,Metropolitan Counties,Douglas,0,0,1,1,0,0,0,0,2,0,0,
Kansas,Metropolitan Counties,Leavenworth,0,0,0,0,1,0,0,0,0,1,0,
Kansas,Metropolitan Counties,Riley County Police Department,0,0,1,0,0,0,0,0,0,1,0,
Kansas,Metropolitan Counties,Shawnee,1,0,0,0,0,0,0,0,0,1,0,
Kansas,Metropolitan Counties,Wyandotte,0,0,0,1,0,0,0,1,0,0,0,
Kansas,Nonmetropolitan Counties,Ellis,0,0,1,0,0,0,0,0,1,0,0,
Kansas,Nonmetropolitan Counties,Greenwood,1,0,0,0,0,0,0,0,1,0,0,
Kansas,Nonmetropolitan Counties,Marshall,0,1,0,0,0,0,0,1,0,0,0,
Kentucky,Cities,Ashland,3,0,0,0,0,0,0,1,0,2,0,"21,432"
Kentucky,Cities,Bellevue,0,0,1,0,0,0,0,1,0,0,0,"5,918"
Kentucky,Cities,Berea,0,1,1,0,0,0,0,0,1,0,1,"14,331"
Kentucky,Cities,Bowling Green,4,0,2,2,0,0,0,1,2,4,1,"61,130"
Kentucky,Cities,Burkesville,1,0,0,0,0,0,0,0,0,1,0,"1,526"
Kentucky,Cities,Cadiz,0,0,2,0,0,0,0,0,1,1,0,"2,624"
Kentucky,Cities,Carlisle,1,0,0,0,0,0,0,0,1,0,0,"1,956"
Kentucky,Cities,Carrollton,1,0,0,0,0,0,0,0,0,0,1,"3,966"
Kentucky,Cities,Corbin,2,0,0,0,0,0,0,0,0,1,1,"7,257"
Kentucky,Cities,Covington,3,0,3,3,0,0,0,1,4,2,2,"40,766"
Kentucky,Cities,Cynthiana,1,0,0,0,0,0,0,0,1,0,0,"6,305"
Kentucky,Cities,Danville,0,0,1,0,0,0,0,0,1,0,0,"16,388"
Kentucky,Cities,Elizabethtown,2,0,0,0,0,0,0,0,0,0,2,"29,470"
Kentucky,Cities,Elkton,1,0,0,0,0,0,0,0,1,0,0,"2,211"
Kentucky,Cities,Elsmere,1,0,0,0,0,0,0,1,0,0,0,"8,478"
Kentucky,Cities,Flatwoods,1,0,0,0,0,0,0,0,0,1,0,"7,412"
Kentucky,Cities,Florence,1,0,0,0,2,0,0,1,1,1,0,"31,434"
Kentucky,Cities,Frankfort,1,0,1,1,0,0,0,1,1,0,1,"27,680"
Kentucky,Cities,Georgetown,2,0,0,0,0,0,0,0,0,2,0,"30,611"
Kentucky,Cities,Harrodsburg,1,0,0,0,0,0,0,0,0,1,0,"8,301"
Kentucky,Cities,Hazard,1,0,0,0,0,0,0,0,0,1,0,"5,455"
Kentucky,Cities,Henderson,2,0,0,0,0,0,0,0,0,0,2,"28,952"
Kentucky,Cities,Hillview,0,0,1,0,0,0,0,0,0,1,0,"9,465"
Kentucky,Cities,Hopkinsville,1,0,1,0,0,0,0,0,0,1,1,"33,253"
Kentucky,Cities,Leitchfield,1,0,0,0,0,0,0,0,1,0,0,"6,814"
Kentucky,Cities,Lexington,16,1,5,4,1,0,0,5,10,10,2,"308,712"
Kentucky,Cities,Louisville Metro,7,0,4,0,0,0,0,2,4,3,2,"671,120"
Kentucky,Cities,Ludlow,1,0,0,0,1,0,0,0,2,0,0,"4,536"
Kentucky,Cities,Madisonville,1,0,0,0,0,0,0,1,0,0,0,"19,761"
Kentucky,Cities,Morehead,1,0,0,0,0,0,0,0,0,1,0,"6,864"
Kentucky,Cities,Mount Washington,1,0,0,0,0,0,0,0,0,0,1,"9,377"
Kentucky,Cities,Murray,1,0,1,0,0,0,0,0,1,1,0,"18,048"
Kentucky,Cities,Newport,5,0,0,0,0,0,0,0,1,1,3,"15,425"
Kentucky,Cities,Oak Grove,1,0,0,0,0,0,0,0,0,1,0,"7,638"
Kentucky,Cities,Owensboro,2,0,1,1,0,0,0,1,2,1,0,"58,304"
Kentucky,Cities,Paducah,1,0,0,0,0,0,0,0,0,0,1,"25,064"
Kentucky,Cities,Paris,1,0,0,0,0,0,0,0,0,0,1,"9,752"
Kentucky,Cities,Radcliff,2,0,0,0,0,0,0,0,1,0,1,"23,177"
Kentucky,Cities,Ravenna,1,0,0,0,0,0,0,0,1,0,0,595
Kentucky,Cities,Richmond,1,1,1,0,0,0,0,1,1,0,1,"32,333"
Kentucky,Cities,Russellville,1,0,1,0,0,0,0,0,1,1,0,"6,949"
Kentucky,Cities,Shelbyville,4,0,0,0,0,0,0,0,1,2,1,"14,743"
Kentucky,Cities,Shepherdsville,0,1,0,0,0,0,0,0,0,1,0,"11,534"
Kentucky,Cities,Shively,0,0,0,1,0,0,0,1,0,0,0,"15,511"
Kentucky,Cities,St. Matthews,2,0,0,0,0,0,0,0,1,0,1,"17,768"
Kentucky,Cities,Vine Grove,1,0,0,0,0,0,0,1,0,0,0,"5,298"
Kentucky,Cities,Williamsburg,1,0,0,0,0,0,0,1,0,0,0,"5,258"
Kentucky,Cities,Winchester,5,0,0,0,0,0,0,1,2,1,1,"18,478"
Kentucky,Universities and Colleges,Morehead State University,1,0,0,0,0,0,0,0,0,1,0,"11,169"
Kentucky,Universities and Colleges,University of Louisville,0,0,1,0,0,0,0,0,0,1,0,"21,239"
Kentucky,Metropolitan Counties,Boone,3,0,0,1,0,0,0,1,2,0,1,
Kentucky,Metropolitan Counties,Bullitt,3,0,1,0,0,0,0,0,2,1,1,
Kentucky,Metropolitan Counties,Christian,1,0,0,0,1,0,0,0,1,1,0,
Kentucky,Metropolitan Counties,Daviess,0,0,1,0,0,0,0,0,0,1,0,
Kentucky,Metropolitan Counties,Hardin,1,0,0,0,0,0,0,0,1,0,0,
Kentucky,Metropolitan Counties,Meade,1,0,0,0,1,0,0,2,0,0,0,
Kentucky,Metropolitan Counties,Shelby,1,0,0,0,0,0,0,0,1,0,0,
Kentucky,Metropolitan Counties,Trigg,1,0,0,0,0,0,0,0,0,0,1,
Kentucky,Nonmetropolitan Counties,Calloway,1,0,0,0,0,0,0,0,0,1,0,
Kentucky,Nonmetropolitan Counties,Clay,0,1,0,0,0,0,0,0,0,1,0,
Kentucky,Nonmetropolitan Counties,Hopkins,1,0,0,0,0,0,0,0,0,1,0,
Kentucky,Nonmetropolitan Counties,Knott,0,0,0,1,0,0,0,0,1,0,0,
Kentucky,Nonmetropolitan Counties,Knox,1,0,0,0,0,0,0,0,0,0,1,
Kentucky,Nonmetropolitan Counties,Lyon,1,0,0,0,0,0,0,0,1,0,0,
Kentucky,Nonmetropolitan Counties,Marshall,1,0,0,0,0,0,0,0,1,0,0,
Kentucky,Nonmetropolitan Counties,Nelson,1,0,0,0,0,0,0,0,0,1,0,
Kentucky,Nonmetropolitan Counties,Ohio,1,0,0,0,1,0,0,1,1,0,0,
Kentucky,Nonmetropolitan Counties,Perry,1,0,0,0,0,0,0,1,0,0,0,
Kentucky,State Police Agencies,State Police: Campbellsburg,1,0,0,0,0,0,0,0,1,0,0,
Kentucky,State Police Agencies,State Police: Dry Ridge,0,0,1,0,0,0,0,1,0,0,0,
Kentucky,State Police Agencies,State Police: Frankfort,0,0,1,0,0,0,0,0,0,1,0,
Kentucky,State Police Agencies,State Police: Henderson,1,0,0,0,0,0,0,0,0,0,1,
Kentucky,State Police Agencies,State Police: Madisonville,1,0,0,0,0,0,0,0,0,1,0,
Kentucky,State Police Agencies,State Police: Morehead,1,0,0,0,0,0,0,0,0,1,0,
Kentucky,State Police Agencies,State Police: Pikeville,1,0,0,0,0,0,0,1,0,0,0,
Kentucky,State Police Agencies,State Police: Richmond,1,0,0,0,0,0,0,0,0,1,0,
Kentucky,Other Agencies,Montgomery County School District,0,0,0,1,0,0,0,0,0,0,1,
Louisiana,Cities,New Orleans,1,1,5,1,0,0,0,2,3,3,0,"377,022"
Louisiana,Universities and Colleges,University of New Orleans,1,0,0,0,0,0,0,1,0,,0,"10,071"
Louisiana,Metropolitan Counties,Ascension,3,1,0,0,0,0,0,0,3,1,0,
Louisiana,Metropolitan Counties,Calcasieu,0,4,3,0,0,0,0,4,1,1,1,
Louisiana,Metropolitan Counties,Iberia,1,0,0,0,0,0,0,0,0,1,0,
Louisiana,Metropolitan Counties,Jefferson,1,0,0,0,0,0,0,0,0,1,,
Maine,Cities,Auburn,2,0,0,0,0,0,0,0,0,2,0,"22,948"
Maine,Cities,Belfast,0,0,1,0,0,0,0,1,0,0,0,"6,654"
Maine,Cities,Cape Elizabeth,1,0,0,0,0,0,0,0,1,0,0,"9,104"
Maine,Cities,Ellsworth,1,0,0,0,0,0,0,0,1,0,0,"7,853"
Maine,Cities,Lewiston,0,0,1,0,0,0,0,0,0,0,1,"36,422"
Maine,Cities,Machias3,0,0,1,0,0,0,0,0,0,0,1,"2,173"
Maine,Cities,Mexico,1,0,0,0,0,0,0,1,0,0,0,"2,633"
Maine,Cities,Old Orchard Beach,1,0,0,0,0,0,0,0,1,0,0,"8,681"
Maine,Cities,Portland,1,1,0,0,0,0,0,0,1,1,0,"66,256"
Maine,Cities,Scarborough,0,0,1,0,0,0,0,0,1,0,0,"19,252"
Maine,Cities,Searsport,0,0,1,0,0,0,0,1,0,0,0,"2,618"
Maine,Cities,Skowhegan,1,0,2,0,0,0,0,1,0,1,1,"8,537"
Maine,Cities,South Portland,1,2,2,0,0,0,0,1,2,2,0,"25,126"
Maine,Cities,Wiscasset,1,0,0,0,0,0,0,1,0,0,0,"3,673"
Maine,Metropolitan Counties,Sagadahoc,0,0,1,0,0,0,0,0,1,0,0,
Maine,Nonmetropolitan Counties,Waldo,1,0,0,0,0,0,0,0,1,0,0,
Maine,State Police Agencies,"State Police, Somerset County",1,0,0,0,0,0,0,0,0,,1,
Maryland,Cities,Aberdeen,0,1,0,0,0,0,0,0,0,1,0,"15,039"
Maryland,Cities,Annapolis,0,1,0,0,0,0,0,1,0,0,0,"38,649"
Maryland,Cities,Baltimore,0,1,0,1,0,0,0,1,0,0,1,"622,671"
Maryland,Cities,Bel Air,1,0,0,0,0,0,0,1,0,0,0,"10,314"
Maryland,Cities,Frederick,2,0,0,0,0,0,0,0,0,1,1,"66,709"
Maryland,Cities,Greenbelt,0,0,1,0,0,0,0,0,1,0,0,"23,680"
Maryland,Universities and Colleges,St. Mary's College,1,0,1,0,0,0,0,0,2,0,0,"1,933"
Maryland,Universities and Colleges,Towson University,1,0,0,0,0,0,0,0,1,0,0,"21,960"
Maryland,Metropolitan Counties,Baltimore County Police Department,3,2,0,0,0,0,0,1,0,2,2,
Maryland,Metropolitan Counties,Carroll,2,0,0,0,0,0,0,0,0,2,0,
Maryland,Metropolitan Counties,Charles,0,0,1,0,0,0,0,0,1,0,0,
Maryland,Metropolitan Counties,Frederick,3,2,0,0,0,0,0,3,0,2,0,
Maryland,Metropolitan Counties,Harford,1,0,0,0,0,0,0,0,0,0,1,
